Date,Close
6/29/10,4.78
6/30/10,4.77
7/1/10,4.39
7/2/10,3.84
7/6/10,3.22
7/7/10,3.16
7/8/10,3.49
7/9/10,3.48
7/12/10,3.41
7/13/10,3.63
7/14/10,3.97
7/15/10,3.98
7/16/10,4.13
7/19/10,4.38
7/20/10,4.06
7/21/10,4.04
7/22/10,4.2
7/23/10,4.26
7/26/10,4.19
7/27/10,4.11
7/28/10,4.14
7/29/10,4.07
7/30/10,3.99
8/2/10,4.18
8/3/10,4.39
8/4/10,4.25
8/5/10,4.09
8/6/10,3.92
8/9/10,3.92
8/10/10,3.81
8/11/10,3.58
8/12/10,3.52
8/13/10,3.66
8/16/10,3.76
8/17/10,3.83
8/18/10,3.75
8/19/10,3.76
8/20/10,3.82
8/23/10,4.03
8/24/10,3.84
8/25/10,3.98
8/26/10,3.95
8/27/10,3.94
8/30/10,3.97
8/31/10,3.9
9/1/10,4.09
9/2/10,4.21
9/3/10,4.21
9/7/10,4.11
9/8/10,4.18
9/9/10,4.14
9/10/10,4.03
9/13/10,4.14
9/14/10,4.22
9/15/10,4.4
9/16/10,4.19
9/17/10,4.05
9/20/10,4.21
9/21/10,4.15
9/22/10,3.97
9/23/10,3.91
9/24/10,4.02
9/27/10,4.11
9/28/10,4.28
9/29/10,4.4
9/30/10,4.08
10/1/10,4.12
10/4/10,4.2
10/5/10,4.22
10/6/10,4.08
10/7/10,4.09
10/8/10,4.09
10/11/10,4.05
10/12/10,4.05
10/13/10,4.11
10/14/10,4.15
10/15/10,4.11
10/18/10,4.05
10/19/10,4.01
10/20/10,4.13
10/21/10,4.15
10/22/10,4.14
10/25/10,4.17
10/26/10,4.27
10/27/10,4.2
10/28/10,4.24
10/29/10,4.37
11/1/10,4.28
11/2/10,4.25
11/3/10,4.35
11/4/10,4.98
11/5/10,4.89
11/8/10,5
11/9/10,4.93
11/10/10,5.87
11/11/10,5.61
11/12/10,5.97
11/15/10,6.16
11/16/10,5.93
11/17/10,5.9
11/18/10,5.98
11/19/10,6.2
11/22/10,6.68
11/23/10,6.91
11/24/10,7.09
11/26/10,7.06
11/29/10,6.87
11/30/10,7.07
12/1/10,6.87
12/2/10,6.47
12/3/10,6.3
12/6/10,6.06
12/7/10,6.31
12/8/10,6.47
12/9/10,6.41
12/10/10,6.3
12/13/10,6.11
12/14/10,5.71
12/15/10,5.92
12/16/10,6.16
12/17/10,6.27
12/20/10,6.34
12/21/10,6.45
12/22/10,6.53
12/23/10,6.02
12/27/10,5.11
