Date,SENT
3/1/19,0.545454545
3/2/19,0.578947368
3/3/19,0.214285714
3/4/19,0
3/5/19,0.25
3/6/19,0.333333333
3/7/19,0.714285714
3/8/19,0.555555556
3/9/19,0.333333333
3/11/19,0.857142857
3/12/19,0.111111111
3/13/19,0
3/14/19,0.142857143
3/15/19,0.142857143
3/16/19,0.142857143
3/17/19,0.368421053
3/20/19,0
3/21/19,0.125
3/22/19,0.454545455
3/24/19,0.666666667
3/25/19,0.5
3/26/19,0.363636364
3/27/19,0
3/28/19,0.5
3/29/19,1
3/30/19,-0.1
3/31/19,0.4
4/1/19,0.25
4/2/19,0.125
4/3/19,0.5
4/4/19,0.75
4/5/19,0.5
4/6/19,0.071428571
4/7/19,0.555555556
4/8/19,0.125
4/9/19,0.6
4/10/19,0.181818182
4/11/19,0.6
4/12/19,0.277777778
4/13/19,0.578947368
4/14/19,0.181818182
4/15/19,0.444444444
4/16/19,0.714285714
4/17/19,0.5
4/18/19,0.5
4/19/19,0.3
4/20/19,0
4/21/19,-0.25
4/22/19,0.5
4/23/19,-0.024390244
4/24/19,0.4375
4/25/19,0.142857143
4/26/19,0.166666667
4/27/19,0
4/28/19,0.8
4/29/19,0.153846154
4/30/19,0.111111111
5/1/19,1
5/3/19,0.142857143
5/4/19,0.571428571
5/5/19,0.272727273
5/6/19,0.5
5/7/19,0.3
5/8/19,0.666666667
5/9/19,0.117647059
5/10/19,0
5/11/19,0.333333333
5/12/19,0.090909091
5/13/19,-0.2
5/14/19,0.5
5/15/19,0
5/16/19,0.625
5/17/19,0
5/18/19,-0.166666667
5/19/19,0.5
5/21/19,0.666666667
5/22/19,0
5/23/19,0.25
5/24/19,0.310344828
5/25/19,0.428571429
5/26/19,1
5/27/19,0.555555556
5/28/19,0.666666667
5/29/19,-0.25
5/30/19,0.444444444
5/31/19,0.142857143
6/1/19,0
6/2/19,0
6/3/19,0
6/4/19,0.333333333
6/5/19,0
6/7/19,0
6/9/19,0.5
6/10/19,0.8
6/11/19,-0.666666667
6/12/19,0.5
6/13/19,0.625
6/14/19,0.75
6/15/19,0.111111111
6/16/19,0.6
6/17/19,-0.142857143
6/18/19,-0.2
6/19/19,-0.2
6/20/19,0.111111111
6/21/19,0.25
6/22/19,0
6/23/19,0.111111111
6/24/19,0.296296296
6/25/19,0.272727273
6/26/19,0.210526316
6/27/19,0.333333333
6/28/19,0.285714286
6/29/19,1
6/30/19,0
7/1/19,1
7/2/19,0.428571429
7/3/19,0.666666667
7/4/19,0
7/6/19,0.166666667
7/7/19,0.4
7/8/19,0.19047619
7/9/19,0.176470588
7/10/19,0.666666667
7/11/19,0.5
7/12/19,0.166666667
7/13/19,0.333333333
7/14/19,0.666666667
7/15/19,0
7/16/19,0.333333333
7/17/19,0.384615385
7/18/19,0.066666667
7/19/19,0.2
7/20/19,0
7/21/19,0.333333333
7/22/19,0.173913043
7/23/19,1
7/24/19,0.333333333
7/25/19,0.111111111
7/26/19,0.428571429
7/27/19,0.5
7/28/19,0.333333333
7/29/19,1
7/30/19,1
7/31/19,0.4
8/1/19,0.4
8/2/19,1
8/3/19,-0.2
8/4/19,0.34375
8/5/19,0.5
8/6/19,0.428571429
8/7/19,0.25
8/8/19,0.8
8/9/19,0.407407407
8/10/19,0.666666667
8/11/19,0.333333333
8/13/19,0
8/14/19,0
8/15/19,0.153846154
8/16/19,0.333333333
8/17/19,-0.285714286
8/18/19,0.578947368
8/19/19,0
8/20/19,0.625
8/21/19,1
8/23/19,1
8/24/19,0.666666667
8/25/19,1
8/26/19,0.333333333
8/27/19,0.307692308
8/28/19,0.1
8/29/19,0.333333333
8/30/19,0.285714286
9/3/19,0.666666667
9/4/19,-0.2
9/5/19,0.222222222
9/6/19,0.142857143
9/7/19,0.260869565
9/8/19,0
9/9/19,0.181818182
9/10/19,0.357142857
9/11/19,0.272727273
9/12/19,0.235294118
9/13/19,0.666666667
9/14/19,0.5625
9/15/19,0.555555556
9/16/19,0.571428571
9/17/19,0.238095238
9/18/19,0.272727273
9/19/19,0.5
9/20/19,0.333333333
9/21/19,0.166666667
9/22/19,0.153846154
9/23/19,0.625
9/24/19,0.666666667
9/25/19,0
9/26/19,0.333333333
9/27/19,0.333333333
9/28/19,0.2
9/29/19,0
9/30/19,0.5
10/1/19,0.294117647
10/2/19,0.25
10/3/19,0.5
10/4/19,0.166666667
10/5/19,0.6
10/6/19,0.5
10/7/19,0.111111111
10/8/19,0.5
10/9/19,0.192307692
10/10/19,0.428571429
10/11/19,1
10/12/19,0.47826087
10/13/19,0.545454545
10/14/19,0.407407407
10/15/19,0.571428571
10/16/19,0.333333333
10/17/19,-0.2
10/21/19,0.666666667
10/22/19,0
10/23/19,0.8
10/24/19,0.090909091
10/25/19,0.2
10/26/19,0.5
10/27/19,0.666666667
10/28/19,-0.058823529
10/29/19,1
10/30/19,0.533333333
10/31/19,-1
11/1/19,1
11/4/19,1
11/5/19,0.4
11/6/19,0.111111111
11/7/19,0.363636364
11/8/19,0.444444444
11/9/19,0
11/10/19,0.5
11/11/19,0
11/12/19,0.333333333
11/13/19,1
11/14/19,-0.111111111
11/15/19,0
11/16/19,0.666666667
11/18/19,0
11/19/19,0.777777778
11/20/19,0
11/21/19,0.285714286
11/22/19,0.4
11/23/19,0.307692308
11/24/19,0.409090909
11/25/19,0.4
11/26/19,1
11/27/19,0.428571429
11/29/19,0
12/1/19,0.25
12/2/19,0
12/3/19,0
12/4/19,0
12/7/19,0.583333333
12/8/19,-1
12/9/19,1
12/10/19,0
12/11/19,0
12/12/19,0.210526316
12/13/19,0.4
12/14/19,0.6
12/17/19,0.333333333
12/18/19,0.6
12/19/19,0.25
12/20/19,0.6
12/21/19,0.8
12/22/19,0.185185185
12/23/19,0.333333333
12/24/19,0.428571429
12/26/19,0.1
12/27/19,-1
12/28/19,0.105263158
12/29/19,0.375
12/30/19,0.260869565
12/31/19,0
1/1/20,0
1/4/20,0.666666667
1/5/20,0.75
1/6/20,0
1/7/20,0.307692308
1/8/20,0.5
1/9/20,0.5
1/10/20,0.333333333
1/11/20,-0.166666667
1/12/20,0.1
1/13/20,1
1/14/20,0.428571429
1/15/20,1
1/16/20,-0.5
1/17/20,0.4
1/18/20,0.333333333
1/19/20,0
1/20/20,0.666666667
1/21/20,0.428571429
1/22/20,0.454545455
1/23/20,0.857142857
1/24/20,0
1/25/20,0.181818182
1/26/20,0.5
1/27/20,0
1/28/20,0.2
1/29/20,0.5
1/30/20,-0.4
1/31/20,0.058823529
2/1/20,-0.285714286
2/2/20,0.357142857
2/3/20,0.3125
2/4/20,0.5
2/5/20,0.5
2/6/20,0.32
2/7/20,1
2/8/20,0.363636364
2/9/20,0.2
2/10/20,0.428571429
2/12/20,0.5
2/13/20,-1
2/14/20,0.375
2/15/20,0.368421053
2/16/20,0
2/17/20,0.5
2/18/20,0.4
2/19/20,0.5
2/20/20,0.1875
2/21/20,0.25
2/22/20,0.8
2/25/20,0.142857143
2/26/20,0.777777778
2/27/20,0.5
2/28/20,0.5
3/2/20,0.4
3/3/20,0.3
3/4/20,0.4
3/5/20,0
3/6/20,-1
3/7/20,0
3/8/20,0.25
3/9/20,-0.333333333
3/10/20,0.333333333
3/11/20,0.2
3/12/20,1
3/14/20,0.272727273
3/15/20,0
3/16/20,0.444444444
3/17/20,0.444444444
3/18/20,0.153846154
3/19/20,0.227272727
3/20/20,0.666666667
3/21/20,0.363636364
3/22/20,-0.333333333
3/23/20,0.375
3/24/20,0.333333333
3/25/20,0.6
3/26/20,0.444444444
3/27/20,0.272727273
3/28/20,0
3/30/20,0.333333333
3/31/20,0.285714286
4/1/20,0.8
4/2/20,-0.090909091
4/3/20,0.4375
4/4/20,0
4/5/20,0.55
4/6/20,0.384615385
4/7/20,0.454545455
4/8/20,0.333333333
4/9/20,-0.1
4/10/20,0.166666667
4/11/20,0.125
4/12/20,0.428571429
4/13/20,0.285714286
4/14/20,0.5
